pin,slack
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_199:IPB,
SpiMasterPorts_2/DacNum_i_0_sqmuxa:A,4039
SpiMasterPorts_2/DacNum_i_0_sqmuxa:B,6271
SpiMasterPorts_2/DacNum_i_0_sqmuxa:Y,4039
SpiMasterPorts_1/XferComplete_i_RNIHD3T1:A,5568
SpiMasterPorts_1/XferComplete_i_RNIHD3T1:B,3574
SpiMasterPorts_1/XferComplete_i_RNIHD3T1:C,5471
SpiMasterPorts_1/XferComplete_i_RNIHD3T1:Y,3574
SckB_obuf/U0/U_IOPAD:D,
SckB_obuf/U0/U_IOPAD:E,
SckB_obuf/U0/U_IOPAD:PAD,
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO:A,6863
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO:B,2883
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO:C,2517
SpiMasterPorts_5/Mosi_i_7_iv_i_RNO:Y,2517
nCsB_obuf[0]/U0/U_IOOUTFF:A,
nCsB_obuf[0]/U0/U_IOOUTFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_213:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_213:IPB,
SpiMasterPorts_0/DataToMosi_i[3]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[3]:CLK,3088
SpiMasterPorts_0/DataToMosi_i[3]:D,7583
SpiMasterPorts_0/DataToMosi_i[3]:EN,4923
SpiMasterPorts_0/DataToMosi_i[3]:Q,3088
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_157:IPA,
debug_obuf[1]/U0/U_IOPAD:D,
debug_obuf[1]/U0/U_IOPAD:E,
debug_obuf[1]/U0/U_IOPAD:PAD,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_75:IPB,
SpiMasterPorts_1/DataFromMiso_7_17_0_a2:A,7510
SpiMasterPorts_1/DataFromMiso_7_17_0_a2:B,7469
SpiMasterPorts_1/DataFromMiso_7_17_0_a2:C,3400
SpiMasterPorts_1/DataFromMiso_7_17_0_a2:D,6509
SpiMasterPorts_1/DataFromMiso_7_17_0_a2:Y,3400
SpiMasterPorts_5/DataToMosi_i[5]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[5]:CLK,3652
SpiMasterPorts_5/DataToMosi_i[5]:D,7424
SpiMasterPorts_5/DataToMosi_i[5]:EN,4461
SpiMasterPorts_5/DataToMosi_i[5]:Q,3652
MosiD_obuf/U0/U_IOOUTFF:A,
MosiD_obuf/U0/U_IOOUTFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_177:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_77:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_64:A,3110
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_64:B,6602
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_64:Y,3110
SpiMasterPorts_2/Pready_1_sqmuxa:A,6785
SpiMasterPorts_2/Pready_1_sqmuxa:B,6630
SpiMasterPorts_2/Pready_1_sqmuxa:C,3763
SpiMasterPorts_2/Pready_1_sqmuxa:D,4336
SpiMasterPorts_2/Pready_1_sqmuxa:Y,3763
SpiMasterPorts_2/ClkDiv_s[8]:B,7576
SpiMasterPorts_2/ClkDiv_s[8]:C,5240
SpiMasterPorts_2/ClkDiv_s[8]:FCI,5177
SpiMasterPorts_2/ClkDiv_s[8]:S,5177
SpiMasterPorts_0/DataFromMiso_1_sqmuxa_0_o2_0:A,2565
SpiMasterPorts_0/DataFromMiso_1_sqmuxa_0_o2_0:B,4662
SpiMasterPorts_0/DataFromMiso_1_sqmuxa_0_o2_0:C,4688
SpiMasterPorts_0/DataFromMiso_1_sqmuxa_0_o2_0:Y,2565
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_89:A,5806
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_89:B,5728
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_89:C,2471
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_89:Y,2471
SpiMasterPorts_0/DataToMosi_i[5]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[5]:CLK,3652
SpiMasterPorts_0/DataToMosi_i[5]:D,7424
SpiMasterPorts_0/DataToMosi_i[5]:EN,4923
SpiMasterPorts_0/DataToMosi_i[5]:Q,3652
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:A,2971
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:B,3969
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:C,4143
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:D,3896
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:FCI,
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:FCO,
SpiMasterPorts_1/Mosi_i_3_18_i_m2_2_wmux_2:Y,2971
SpiMasterPorts_0/DataFromMiso_7_22_0_a2:A,7502
SpiMasterPorts_0/DataFromMiso_7_22_0_a2:B,7511
SpiMasterPorts_0/DataFromMiso_7_22_0_a2:C,3400
SpiMasterPorts_0/DataFromMiso_7_22_0_a2:D,6448
SpiMasterPorts_0/DataFromMiso_7_22_0_a2:Y,3400
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_62:A,3049
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_62:B,6529
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_62:Y,3049
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[2]:CLK,5686
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[2]:D,8654
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[2]:EN,5302
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[2]:Q,5686
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_61:A,3123
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_61:B,6603
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_61:Y,3123
SpiMasterPorts_5/nCsce[1]:A,7692
SpiMasterPorts_5/nCsce[1]:B,6652
SpiMasterPorts_5/nCsce[1]:C,7573
SpiMasterPorts_5/nCsce[1]:Y,6652
SpiMasterPorts_4/Sck_i_RNO:A,4592
SpiMasterPorts_4/Sck_i_RNO:B,7660
SpiMasterPorts_4/Sck_i_RNO:C,5611
SpiMasterPorts_4/Sck_i_RNO:Y,4592
SpiMasterPorts_4/Mosi_i_7_iv_i:A,2517
SpiMasterPorts_4/Mosi_i_7_iv_i:B,5438
SpiMasterPorts_4/Mosi_i_7_iv_i:C,3850
SpiMasterPorts_4/Mosi_i_7_iv_i:D,4639
SpiMasterPorts_4/Mosi_i_7_iv_i:Y,2517
SpiMasterPorts_1/DataFromMiso_7_19_0_a2_0:A,6512
SpiMasterPorts_1/DataFromMiso_7_19_0_a2_0:B,3366
SpiMasterPorts_1/DataFromMiso_7_19_0_a2_0:C,6409
SpiMasterPorts_1/DataFromMiso_7_19_0_a2_0:Y,3366
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_20:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_20:IPB,
SpiMasterPorts_5/DataFromMiso_7_8_0_a2:A,3612
SpiMasterPorts_5/DataFromMiso_7_8_0_a2:B,6598
SpiMasterPorts_5/DataFromMiso_7_8_0_a2:C,6438
SpiMasterPorts_5/DataFromMiso_7_8_0_a2:Y,3612
SpiMasterPorts_3/Mosi_i_3_9:A,4723
SpiMasterPorts_3/Mosi_i_3_9:B,4435
SpiMasterPorts_3/Mosi_i_3_9:C,4600
SpiMasterPorts_3/Mosi_i_3_9:Y,4435
SpiMasterPorts_4/XferComplete_i_RNI37862:A,3850
SpiMasterPorts_4/XferComplete_i_RNI37862:B,5737
SpiMasterPorts_4/XferComplete_i_RNI37862:C,5642
SpiMasterPorts_4/XferComplete_i_RNI37862:Y,3850
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_129:IPB,
SpiMasterPorts_5/DataFromMiso_1[10]:ALn,5513
SpiMasterPorts_5/DataFromMiso_1[10]:CLK,5887
SpiMasterPorts_5/DataFromMiso_1[10]:D,
SpiMasterPorts_5/DataFromMiso_1[10]:EN,3489
SpiMasterPorts_5/DataFromMiso_1[10]:Q,5887
SpiMasterPorts_3/Mosi_i_7_iv_i:A,2517
SpiMasterPorts_3/Mosi_i_7_iv_i:B,5438
SpiMasterPorts_3/Mosi_i_7_iv_i:C,3850
SpiMasterPorts_3/Mosi_i_7_iv_i:D,4639
SpiMasterPorts_3/Mosi_i_7_iv_i:Y,2517
SpiMasterPorts_0/nCs[1]:ALn,5513
SpiMasterPorts_0/nCs[1]:CLK,
SpiMasterPorts_0/nCs[1]:EN,6652
SpiMasterPorts_0/nCs[1]:Q,
SpiMasterPorts_4/un6_ncslatchedlto8_2:A,2936
SpiMasterPorts_4/un6_ncslatchedlto8_2:B,2887
SpiMasterPorts_4/un6_ncslatchedlto8_2:C,2812
SpiMasterPorts_4/un6_ncslatchedlto8_2:Y,2812
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:A,2517
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:B,3487
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:C,3652
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:D,3389
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:FCI,
SpiMasterPorts_1/Mosi_i_3_5_1_wmux_0:Y,2517
SpiMasterPorts_1/DataToMosi_i[14]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[14]:CLK,4837
SpiMasterPorts_1/DataToMosi_i[14]:D,7504
SpiMasterPorts_1/DataToMosi_i[14]:EN,4461
SpiMasterPorts_1/DataToMosi_i[14]:Q,4837
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTlOl_2[7]:A,7721
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTlOl_2[7]:B,7703
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTlOl_2[7]:Y,7703
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0Il:CLK,6669
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0Il:D,5668
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0Il:EN,8400
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTI0Il:Q,6669
SpiMasterPorts_5/DataToMosi_i[1]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[1]:CLK,2780
SpiMasterPorts_5/DataToMosi_i[1]:D,7530
SpiMasterPorts_5/DataToMosi_i[1]:EN,4461
SpiMasterPorts_5/DataToMosi_i[1]:Q,2780
SpiMasterPorts_4/DataFromMiso_7_4_1_a2:A,7555
SpiMasterPorts_4/DataFromMiso_7_4_1_a2:B,7424
SpiMasterPorts_4/DataFromMiso_7_4_1_a2:C,6549
SpiMasterPorts_4/DataFromMiso_7_4_1_a2:D,3410
SpiMasterPorts_4/DataFromMiso_7_4_1_a2:Y,3410
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_269:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_118:A,5032
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_118:B,4954
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_118:C,1660
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_118:Y,1660
SpiMasterPorts_4/ClkDiv_cry[5]:B,7559
SpiMasterPorts_4/ClkDiv_cry[5]:C,5240
SpiMasterPorts_4/ClkDiv_cry[5]:FCI,5177
SpiMasterPorts_4/ClkDiv_cry[5]:FCO,5177
SpiMasterPorts_4/ClkDiv_cry[5]:S,5225
SpiMasterPorts_3/ClkDiv_cry[2]:B,7511
SpiMasterPorts_3/ClkDiv_cry[2]:C,5209
SpiMasterPorts_3/ClkDiv_cry[2]:FCI,5177
SpiMasterPorts_3/ClkDiv_cry[2]:FCO,5177
SpiMasterPorts_3/ClkDiv_cry[2]:S,5240
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_105:A,1660
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_105:B,2268
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_105:C,1574
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_105:Y,1574
SpiMasterPorts_0/DataToMosi_i[1]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[1]:CLK,2780
SpiMasterPorts_0/DataToMosi_i[1]:D,7530
SpiMasterPorts_0/DataToMosi_i[1]:EN,4923
SpiMasterPorts_0/DataToMosi_i[1]:Q,2780
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_9:A,2536
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_9:B,3097
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_9:C,3303
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_9:D,2831
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_9:Y,2536
SpiMasterPorts_1/DataFromMiso_7_2_0_a2:A,7502
SpiMasterPorts_1/DataFromMiso_7_2_0_a2:B,7469
SpiMasterPorts_1/DataFromMiso_7_2_0_a2:C,3445
SpiMasterPorts_1/DataFromMiso_7_2_0_a2:D,6509
SpiMasterPorts_1/DataFromMiso_7_2_0_a2:Y,3445
SpiMasterPorts_2/ClkDiv_cry[1]:B,7495
SpiMasterPorts_2/ClkDiv_cry[1]:C,5193
SpiMasterPorts_2/ClkDiv_cry[1]:FCI,5177
SpiMasterPorts_2/ClkDiv_cry[1]:FCO,5177
SpiMasterPorts_2/ClkDiv_cry[1]:S,5240
debug_obuf[3]/U0/U_IOENFF:A,
debug_obuf[3]/U0/U_IOENFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.SUM[1]:A,6712
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.SUM[1]:B,5681
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.SUM[1]:C,6739
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.SUM[1]:D,6638
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/un1_CUARTl0Il_1.SUM[1]:Y,5681
SpiMasterPorts_4/DataToMosi_i[6]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[6]:CLK,4143
SpiMasterPorts_4/DataToMosi_i[6]:D,7357
SpiMasterPorts_4/DataToMosi_i[6]:EN,4917
SpiMasterPorts_4/DataToMosi_i[6]:Q,4143
SpiMasterPorts_4/DataToMosi_i[14]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[14]:CLK,4837
SpiMasterPorts_4/DataToMosi_i[14]:D,7504
SpiMasterPorts_4/DataToMosi_i[14]:EN,4917
SpiMasterPorts_4/DataToMosi_i[14]:Q,4837
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:CLK,5220
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:D,5063
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[0]:Q,5220
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:A,7700
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:B,7634
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/genblk1.RXRDY5:Y,7634
SpiMasterPorts_5/DataToMosi_i[16]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[16]:CLK,2883
SpiMasterPorts_5/DataToMosi_i[16]:D,7418
SpiMasterPorts_5/DataToMosi_i[16]:EN,4461
SpiMasterPorts_5/DataToMosi_i[16]:Q,2883
SpiMasterPorts_1/DataToMosi_i[6]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[6]:CLK,4143
SpiMasterPorts_1/DataToMosi_i[6]:D,7357
SpiMasterPorts_1/DataToMosi_i[6]:EN,4461
SpiMasterPorts_1/DataToMosi_i[6]:Q,4143
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_96:A,5973
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_96:B,5895
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_96:C,2601
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_96:Y,2601
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m18_1_1:A,5612
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m18_1_1:B,5563
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m18_1_1:C,5501
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m18_1_1:D,5401
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTll0_ns_1_0_.m18_1_1:Y,5401
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[0]:CLK,4746
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[0]:D,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[0]:EN,6537
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[0]:Q,4746
SpiMasterPorts_5/XferComplete_i_0_sqmuxa_0_a2:A,3763
SpiMasterPorts_5/XferComplete_i_0_sqmuxa_0_a2:B,5681
SpiMasterPorts_5/XferComplete_i_0_sqmuxa_0_a2:Y,3763
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:CLK,5482
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:D,5432
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:EN,8400
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIlIl[3]:Q,5482
SpiMasterPorts_3/DataFromMiso_7_3:A,4551
SpiMasterPorts_3/DataFromMiso_7_3:B,7582
SpiMasterPorts_3/DataFromMiso_7_3:C,5514
SpiMasterPorts_3/DataFromMiso_7_3:Y,4551
SpiMasterPorts_4/DataFromMiso_1[12]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[12]:CLK,6675
SpiMasterPorts_4/DataFromMiso_1[12]:D,
SpiMasterPorts_4/DataFromMiso_1[12]:EN,3489
SpiMasterPorts_4/DataFromMiso_1[12]:Q,6675
nCsE_obuf[2]/U0/U_IOENFF:A,
nCsE_obuf[2]/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_13:A,2471
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_13:IPA,2471
SpiMasterPorts_3/un1_rst_set:ALn,6313
SpiMasterPorts_3/un1_rst_set:CLK,4885
SpiMasterPorts_3/un1_rst_set:EN,4551
SpiMasterPorts_3/un1_rst_set:Q,4885
IO_C0_0/IO_C0_0/U0_1/U0/U_IOENFF:A,
IO_C0_0/IO_C0_0/U0_1/U0/U_IOENFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/un1_CUARTOOl_1:A,4294
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/un1_CUARTOOl_1:B,4413
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/un1_CUARTOOl_1:C,4323
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/un1_CUARTOOl_1:Y,4294
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/g0_1:A,2416
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/g0_1:B,2303
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/g0_1:C,1348
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/g0_1:D,2159
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/g0_1:Y,1348
SpiMasterPorts_1/DacNum_i[1]:CLK,7569
SpiMasterPorts_1/DacNum_i[1]:D,7304
SpiMasterPorts_1/DacNum_i[1]:EN,3583
SpiMasterPorts_1/DacNum_i[1]:Q,7569
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_57:A,6835
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_57:B,6757
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_57:C,3150
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_57:Y,3150
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_218:IPB,
RX_ibuf/U0/U_IOPAD:PAD,
RX_ibuf/U0/U_IOPAD:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_241:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_241:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_241:IPC,
SpiMasterPorts_0/ClkDiv[1]:ALn,5513
SpiMasterPorts_0/ClkDiv[1]:CLK,2659
SpiMasterPorts_0/ClkDiv[1]:D,5240
SpiMasterPorts_0/ClkDiv[1]:EN,8498
SpiMasterPorts_0/ClkDiv[1]:Q,2659
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_25:A,2622
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_25:B,3230
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_25:C,2536
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_25:Y,2536
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:A,1494
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:B,2549
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPA,1494
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_3:IPB,2549
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:A,3297
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:B,3069
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:C,3234
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:D,2971
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:FCI,
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:FCO,
SpiMasterPorts_3/Mosi_i_3_18_i_m2_2_wmux_1:Y,2971
nCsC_obuf[0]/U0/U_IOOUTFF:A,
nCsC_obuf[0]/U0/U_IOOUTFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[2]:CLK,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[2]:D,6734
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[2]:EN,6370
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[2]:Q,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[5]:CLK,4918
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[5]:D,5039
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[5]:Q,4918
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_281:IPA,
