pin,slack
SpiMasterPorts_2/XferComplete_i:CLK,4773
SpiMasterPorts_2/XferComplete_i:D,4741
SpiMasterPorts_2/XferComplete_i:EN,8498
SpiMasterPorts_2/XferComplete_i:Q,4773
SpiMasterPorts_1/DataToMosi_i[21]:ALn,5513
SpiMasterPorts_1/DataToMosi_i[21]:CLK,3389
SpiMasterPorts_1/DataToMosi_i[21]:D,7339
SpiMasterPorts_1/DataToMosi_i[21]:EN,4461
SpiMasterPorts_1/DataToMosi_i[21]:Q,3389
SpiMasterPorts_0/SpiBitPos[1]:ALn,5513
SpiMasterPorts_0/SpiBitPos[1]:CLK,3614
SpiMasterPorts_0/SpiBitPos[1]:D,3329
SpiMasterPorts_0/SpiBitPos[1]:Q,3614
MosiC_obuf/U0/U_IOPAD:D,
MosiC_obuf/U0/U_IOPAD:E,
MosiC_obuf/U0/U_IOPAD:PAD,
SpiMasterPorts_5/Mosi_i_3_8_1_0:A,4101
SpiMasterPorts_5/Mosi_i_3_8_1_0:B,4016
SpiMasterPorts_5/Mosi_i_3_8_1_0:C,3871
SpiMasterPorts_5/Mosi_i_3_8_1_0:D,3613
SpiMasterPorts_5/Mosi_i_3_8_1_0:Y,3613
SpiMasterPorts_2/DataFromMiso_7_10_0_a2:A,7510
SpiMasterPorts_2/DataFromMiso_7_10_0_a2:B,7469
SpiMasterPorts_2/DataFromMiso_7_10_0_a2:C,3489
SpiMasterPorts_2/DataFromMiso_7_10_0_a2:D,6474
SpiMasterPorts_2/DataFromMiso_7_10_0_a2:Y,3489
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_ns_i_0[0]:A,5887
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_ns_i_0[0]:B,5731
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_ns_i_0[0]:C,6747
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_ns_i_0[0]:D,6590
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTlI0l_ns_i_0[0]:Y,5731
SpiMasterPorts_0/un1_rst_2_rs:ALn,
SpiMasterPorts_0/un1_rst_2_rs:CLK,
SpiMasterPorts_0/un1_rst_2_rs:Q,
SpiMasterPorts_5/ClkDiv_cry[7]:B,7576
SpiMasterPorts_5/ClkDiv_cry[7]:C,5240
SpiMasterPorts_5/ClkDiv_cry[7]:FCI,5177
SpiMasterPorts_5/ClkDiv_cry[7]:FCO,5177
SpiMasterPorts_5/ClkDiv_cry[7]:S,5193
SpiMasterPorts_4/DataToMosi_i[11]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[11]:CLK,4875
SpiMasterPorts_4/DataToMosi_i[11]:D,7406
SpiMasterPorts_4/DataToMosi_i[11]:EN,4917
SpiMasterPorts_4/DataToMosi_i[11]:Q,4875
SpiMasterPorts_1/Mosi_i_7_iv_i:A,2517
SpiMasterPorts_1/Mosi_i_7_iv_i:B,5438
SpiMasterPorts_1/Mosi_i_7_iv_i:C,3574
SpiMasterPorts_1/Mosi_i_7_iv_i:D,4561
SpiMasterPorts_1/Mosi_i_7_iv_i:Y,2517
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_122:A,4965
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_122:B,4887
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_122:C,1593
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_122:Y,1593
debug_obuf[7]/U0/U_IOOUTFF:A,
debug_obuf[7]/U0/U_IOOUTFF:Y,
SckC_obuf/U0/U_IOOUTFF:A,
SckC_obuf/U0/U_IOOUTFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1_128:A,6453
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1_128:B,5121
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1_128:C,3550
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNIP8NG1_128:Y,3550
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_112:A,6036
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_112:B,5958
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_112:C,2351
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_112:Y,2351
SpiMasterPorts_5/DataFromMiso_1[0]:ALn,5513
SpiMasterPorts_5/DataFromMiso_1[0]:CLK,4903
SpiMasterPorts_5/DataFromMiso_1[0]:D,
SpiMasterPorts_5/DataFromMiso_1[0]:EN,3534
SpiMasterPorts_5/DataFromMiso_1[0]:Q,4903
SpiMasterPorts_2/DataFromMiso_1[15]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[15]:CLK,6032
SpiMasterPorts_2/DataFromMiso_1[15]:D,
SpiMasterPorts_2/DataFromMiso_1[15]:EN,3479
SpiMasterPorts_2/DataFromMiso_1[15]:Q,6032
nCsE_obuf[0]/U0/U_IOPAD:D,
nCsE_obuf[0]/U0/U_IOPAD:E,
nCsE_obuf[0]/U0/U_IOPAD:PAD,
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_RNO_1[2]:A,1610
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_RNO_1[2]:B,2218
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_RNO_1[2]:C,1519
EvalSandbox_MSS_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_RNO_1[2]:Y,1519
SpiMasterPorts_5/SpiBitPos_7_1.N_45_i:A,2650
SpiMasterPorts_5/SpiBitPos_7_1.N_45_i:B,7656
SpiMasterPorts_5/SpiBitPos_7_1.N_45_i:Y,2650
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_82:IPB,
SpiMasterPorts_2/DataFromMiso_1[10]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[10]:CLK,6010
SpiMasterPorts_2/DataFromMiso_1[10]:D,
SpiMasterPorts_2/DataFromMiso_1[10]:EN,3489
SpiMasterPorts_2/DataFromMiso_1[10]:Q,6010
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_98:A,5008
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_98:B,4930
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_98:C,2586
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_98:Y,2586
SpiMasterPorts_0/SpiBitPos_7_1.N_40_i:A,7545
SpiMasterPorts_0/SpiBitPos_7_1.N_40_i:B,7541
SpiMasterPorts_0/SpiBitPos_7_1.N_40_i:C,3432
SpiMasterPorts_0/SpiBitPos_7_1.N_40_i:D,6560
SpiMasterPorts_0/SpiBitPos_7_1.N_40_i:Y,3432
IO_C0_0/IO_C0_0/U0_3/U0/U_IOPAD:D,
IO_C0_0/IO_C0_0/U0_3/U0/U_IOPAD:E,
IO_C0_0/IO_C0_0/U0_3/U0/U_IOPAD:PAD,
SpiMasterPorts_5/ClkDiv[7]:ALn,5513
SpiMasterPorts_5/ClkDiv[7]:CLK,2887
SpiMasterPorts_5/ClkDiv[7]:D,5193
SpiMasterPorts_5/ClkDiv[7]:EN,8498
SpiMasterPorts_5/ClkDiv[7]:Q,2887
MosiA_obuf/U0/U_IOPAD:D,
MosiA_obuf/U0/U_IOPAD:E,
MosiA_obuf/U0/U_IOPAD:PAD,
SpiMasterPorts_4/Mosi_i_3_2_i_m2_2_0:A,3166
SpiMasterPorts_4/Mosi_i_3_2_i_m2_2_0:B,3088
SpiMasterPorts_4/Mosi_i_3_2_i_m2_2_0:C,2983
SpiMasterPorts_4/Mosi_i_3_2_i_m2_2_0:D,2718
SpiMasterPorts_4/Mosi_i_3_2_i_m2_2_0:Y,2718
SpiMasterPorts_3/Mosi_i_3_8_1_0:A,4101
SpiMasterPorts_3/Mosi_i_3_8_1_0:B,4016
SpiMasterPorts_3/Mosi_i_3_8_1_0:C,3871
SpiMasterPorts_3/Mosi_i_3_8_1_0:D,3613
SpiMasterPorts_3/Mosi_i_3_8_1_0:Y,3613
SpiMasterPorts_1/Pready_1_sqmuxa:A,6785
SpiMasterPorts_1/Pready_1_sqmuxa:B,6630
SpiMasterPorts_1/Pready_1_sqmuxa:C,3763
SpiMasterPorts_1/Pready_1_sqmuxa:D,4336
SpiMasterPorts_1/Pready_1_sqmuxa:Y,3763
SpiMasterPorts_2/Sck_i_RNO:A,4592
SpiMasterPorts_2/Sck_i_RNO:B,7660
SpiMasterPorts_2/Sck_i_RNO:C,5611
SpiMasterPorts_2/Sck_i_RNO:Y,4592
SpiMasterPorts_0/DataToMosi_i[14]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[14]:CLK,4837
SpiMasterPorts_0/DataToMosi_i[14]:D,7504
SpiMasterPorts_0/DataToMosi_i[14]:EN,4923
SpiMasterPorts_0/DataToMosi_i[14]:Q,4837
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_2:A,1567
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_2:B,3026
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_2:C,3647
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_2:D,3110
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_2:Y,1567
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_40:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_108:IPA,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[2]:A,6734
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[2]:B,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[2]:Y,6734
SpiMasterPorts_4/DataToMosi_i[16]:ALn,5513
SpiMasterPorts_4/DataToMosi_i[16]:CLK,2883
SpiMasterPorts_4/DataToMosi_i[16]:D,7418
SpiMasterPorts_4/DataToMosi_i[16]:EN,4917
SpiMasterPorts_4/DataToMosi_i[16]:Q,2883
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIOll[1]:CLK,5513
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIOll[1]:D,7627
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIOll[1]:EN,5598
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTIOll[1]:Q,5513
SpiMasterPorts_5/un1_rst:A,6313
SpiMasterPorts_5/un1_rst:B,
SpiMasterPorts_5/un1_rst:Y,6313
SpiMasterPorts_0/DataFromMiso_1[12]:ALn,5513
SpiMasterPorts_0/DataFromMiso_1[12]:CLK,6597
SpiMasterPorts_0/DataFromMiso_1[12]:D,
SpiMasterPorts_0/DataFromMiso_1[12]:EN,3445
SpiMasterPorts_0/DataFromMiso_1[12]:Q,6597
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_26:A,2509
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_26:B,3117
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_26:C,2423
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_26:Y,2423
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_4:IPB,
EvalSandbox_MSS_0/CCC_0/CCC_INST/IP_INTERFACE_4:IPC,
SpiMasterPorts_5/DataToMosi_i[9]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[9]:CLK,4723
SpiMasterPorts_5/DataToMosi_i[9]:D,7386
SpiMasterPorts_5/DataToMosi_i[9]:EN,4461
SpiMasterPorts_5/DataToMosi_i[9]:Q,4723
SpiMasterPorts_0/DataToMosi_i[23]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[23]:CLK,4101
SpiMasterPorts_0/DataToMosi_i[23]:D,7616
SpiMasterPorts_0/DataToMosi_i[23]:EN,4923
SpiMasterPorts_0/DataToMosi_i[23]:Q,4101
nCsF_obuf[3]/U0/U_IOENFF:A,
nCsF_obuf[3]/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_139:IPB,
SpiMasterPorts_1/DataFromMiso_7_4_1_a2:A,7555
SpiMasterPorts_1/DataFromMiso_7_4_1_a2:B,7424
SpiMasterPorts_1/DataFromMiso_7_4_1_a2:C,6549
SpiMasterPorts_1/DataFromMiso_7_4_1_a2:D,3366
SpiMasterPorts_1/DataFromMiso_7_4_1_a2:Y,3366
SpiMasterPorts_5/DataFromMiso_7_3_a2:A,7502
SpiMasterPorts_5/DataFromMiso_7_3_a2:B,7511
SpiMasterPorts_5/DataFromMiso_7_3_a2:C,3485
SpiMasterPorts_5/DataFromMiso_7_3_a2:D,6509
SpiMasterPorts_5/DataFromMiso_7_3_a2:Y,3485
SpiMasterPorts_5/_decfrac23_0_a2:A,5842
SpiMasterPorts_5/_decfrac23_0_a2:B,4646
SpiMasterPorts_5/_decfrac23_0_a2:C,5699
SpiMasterPorts_5/_decfrac23_0_a2:D,5665
SpiMasterPorts_5/_decfrac23_0_a2:Y,4646
SpiMasterPorts_2/DataFromMiso_1[2]:ALn,5513
SpiMasterPorts_2/DataFromMiso_1[2]:CLK,4982
SpiMasterPorts_2/DataFromMiso_1[2]:D,
SpiMasterPorts_2/DataFromMiso_1[2]:EN,3410
SpiMasterPorts_2/DataFromMiso_1[2]:Q,4982
SpiMasterPorts_3/_decfrac23_0_o2:A,4679
SpiMasterPorts_3/_decfrac23_0_o2:B,4646
SpiMasterPorts_3/_decfrac23_0_o2:Y,4646
SpiMasterPorts_4/Mosi_i:ALn,5513
SpiMasterPorts_4/Mosi_i:CLK,6634
SpiMasterPorts_4/Mosi_i:D,2517
SpiMasterPorts_4/Mosi_i:EN,8498
SpiMasterPorts_4/Mosi_i:Q,6634
SpiMasterPorts_0/DataToMosi_i[9]:ALn,5513
SpiMasterPorts_0/DataToMosi_i[9]:CLK,4723
SpiMasterPorts_0/DataToMosi_i[9]:D,7386
SpiMasterPorts_0/DataToMosi_i[9]:EN,4923
SpiMasterPorts_0/DataToMosi_i[9]:Q,4723
MisoD_ibuf/U0/U_IOPAD:PAD,
MisoD_ibuf/U0/U_IOPAD:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[7]:CLK,5510
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[7]:D,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[7]:EN,6537
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTIl0l[7]:Q,5510
SpiMasterPorts_2/ClkDiv_cry[4]:B,7543
SpiMasterPorts_2/ClkDiv_cry[4]:C,5240
SpiMasterPorts_2/ClkDiv_cry[4]:FCI,5177
SpiMasterPorts_2/ClkDiv_cry[4]:FCO,5177
SpiMasterPorts_2/ClkDiv_cry[4]:S,5240
SckB_obuf/U0/U_IOENFF:A,
SckB_obuf/U0/U_IOENFF:Y,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_35:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_74:A,5994
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_74:B,5916
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_74:C,2622
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_74:Y,2622
SpiMasterPorts_4/ClkDiv[6]:ALn,5513
SpiMasterPorts_4/ClkDiv[6]:CLK,3924
SpiMasterPorts_4/ClkDiv[6]:D,5209
SpiMasterPorts_4/ClkDiv[6]:EN,8498
SpiMasterPorts_4/ClkDiv[6]:Q,3924
SpiMasterPorts_1/ClkDiv[6]:ALn,5513
SpiMasterPorts_1/ClkDiv[6]:CLK,3839
SpiMasterPorts_1/ClkDiv[6]:D,5209
SpiMasterPorts_1/ClkDiv[6]:EN,8498
SpiMasterPorts_1/ClkDiv[6]:Q,3839
SpiMasterPorts_4/DataFromMiso_1[2]:ALn,5513
SpiMasterPorts_4/DataFromMiso_1[2]:CLK,5809
SpiMasterPorts_4/DataFromMiso_1[2]:D,
SpiMasterPorts_4/DataFromMiso_1[2]:EN,3410
SpiMasterPorts_4/DataFromMiso_1[2]:Q,5809
SpiMasterPorts_2/un1_rst_2_rs:ALn,
SpiMasterPorts_2/un1_rst_2_rs:CLK,
SpiMasterPorts_2/un1_rst_2_rs:Q,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_37:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:IPA,
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_112:IPB,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[4]:CLK,5735
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[4]:D,8654
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[4]:EN,5302
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTlOl[4]:Q,5735
SpiMasterPorts_3/DataFromMiso_7_14_0_a2:A,7502
SpiMasterPorts_3/DataFromMiso_7_14_0_a2:B,7469
SpiMasterPorts_3/DataFromMiso_7_14_0_a2:C,3489
SpiMasterPorts_3/DataFromMiso_7_14_0_a2:D,6474
SpiMasterPorts_3/DataFromMiso_7_14_0_a2:Y,3489
SpiMasterPorts_2/un7_ambadatalatched:A,6658
SpiMasterPorts_2/un7_ambadatalatched:B,6652
SpiMasterPorts_2/un7_ambadatalatched:Y,6652
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_72:A,6010
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_72:B,5932
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_72:C,2638
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_72:Y,2638
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l_RNO[2]:A,7735
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l_RNO[2]:B,6723
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l_RNO[2]:C,6637
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l_RNO[2]:Y,6637
SpiMasterPorts_4/Pready_1_sqmuxa_1_i:A,4045
SpiMasterPorts_4/Pready_1_sqmuxa_1_i:B,3763
SpiMasterPorts_4/Pready_1_sqmuxa_1_i:Y,3763
SpiMasterPorts_4/ClkDiv_cry[2]:B,7511
SpiMasterPorts_4/ClkDiv_cry[2]:C,5209
SpiMasterPorts_4/ClkDiv_cry[2]:FCI,5177
SpiMasterPorts_4/ClkDiv_cry[2]:FCO,5177
SpiMasterPorts_4/ClkDiv_cry[2]:S,5240
SpiMasterPorts_0/Pready_1_sqmuxa_1_i:A,4051
SpiMasterPorts_0/Pready_1_sqmuxa_1_i:B,3763
SpiMasterPorts_0/Pready_1_sqmuxa_1_i:Y,3763
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_71:A,5915
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_71:B,5837
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_71:C,2580
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_71:Y,2580
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[6]:CLK,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[6]:D,6496
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[6]:EN,6370
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[6]:Q,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[1]:CLK,5324
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[1]:D,5681
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTl0Il[1]:Q,5324
SpiMasterPorts_5/ClkDiv[4]:ALn,5513
SpiMasterPorts_5/ClkDiv[4]:CLK,2812
SpiMasterPorts_5/ClkDiv[4]:D,5240
SpiMasterPorts_5/ClkDiv[4]:EN,8498
SpiMasterPorts_5/ClkDiv[4]:Q,2812
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_44:A,2351
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_44:B,2539
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_44:C,1583
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_44:Y,1583
EvalSandbox_MSS_0/CoreAPB3_0/iPSELS_0_a2[2]:A,2481
EvalSandbox_MSS_0/CoreAPB3_0/iPSELS_0_a2[2]:B,3410
EvalSandbox_MSS_0/CoreAPB3_0/iPSELS_0_a2[2]:Y,2481
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:A,5735
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:B,6516
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:C,6610
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[7]:Y,5735
SpiMasterPorts_5/DataFromMiso_7_13_0_a2:A,7502
SpiMasterPorts_5/DataFromMiso_7_13_0_a2:B,7469
SpiMasterPorts_5/DataFromMiso_7_13_0_a2:C,3485
SpiMasterPorts_5/DataFromMiso_7_13_0_a2:D,6474
SpiMasterPorts_5/DataFromMiso_7_13_0_a2:Y,3485
SpiMasterPorts_2/DataFromMiso_7_20_0_o2:A,3828
SpiMasterPorts_2/DataFromMiso_7_20_0_o2:B,3763
SpiMasterPorts_2/DataFromMiso_7_20_0_o2:Y,3763
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_42:A,2275
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_42:B,2472
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_42:C,1507
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_42:Y,1507
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_41:A,2335
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_41:B,2523
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_41:C,1567
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST_RNO_41:Y,1567
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[1]:A,5681
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[1]:B,6501
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTl0Il_4[1]:Y,5681
SpiMasterPorts_5/DataToMosi_i[3]:ALn,5513
SpiMasterPorts_5/DataToMosi_i[3]:CLK,3088
SpiMasterPorts_5/DataToMosi_i[3]:D,7583
SpiMasterPorts_5/DataToMosi_i[3]:EN,4461
SpiMasterPorts_5/DataToMosi_i[3]:Q,3088
SpiMasterPorts_0/Mosi_i_7_iv_i:A,2517
SpiMasterPorts_0/Mosi_i_7_iv_i:B,5438
SpiMasterPorts_0/Mosi_i_7_iv_i:C,3574
SpiMasterPorts_0/Mosi_i_7_iv_i:D,4561
SpiMasterPorts_0/Mosi_i_7_iv_i:Y,2517
SpiMasterPorts_5/nCs[1]:ALn,5513
SpiMasterPorts_5/nCs[1]:CLK,
SpiMasterPorts_5/nCs[1]:EN,6652
SpiMasterPorts_5/nCs[1]:Q,
MisoC_ibuf/U0/U_IOINFF:A,
MisoC_ibuf/U0/U_IOINFF:Y,
SpiMasterPorts_1/ClkDiv_cry[3]:B,7527
SpiMasterPorts_1/ClkDiv_cry[3]:C,5225
SpiMasterPorts_1/ClkDiv_cry[3]:FCI,5177
SpiMasterPorts_1/ClkDiv_cry[3]:FCO,5177
SpiMasterPorts_1/ClkDiv_cry[3]:S,5240
EvalSandbox_MSS_0/EvalSandbox_MSS_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_199:IPA,
